Dist,npxG/Sh,xAG_pKP,xA_pCPass,KP_pCPass,Pass_Att3rd_pCPass,PPA_pCPass,Prog_Pass_pCPass,Switch_pPass,Crs_pPass,SCA_LivePass_pPass,Pass_Total_Dist_pCPass,Pass_Prg_Dist%,Pass_Short_Att_pPass,Pass_Medium_Att_pPass,Pass_Long_Att_pPass,SCA_Def_pDefAct,Tackles_pDefAct,Tkl_vsDrib_pDefAct,Blocks_pDefAct,BlocksSh_pBlock,BlocksPass_pBlock,Int_pDefAct,Clr_pDefAct,Fls_pDefAct,Carries_Total_Dist_pCar,Carries_Prg_Dist%,Carries_Prg_pCar,Carries_Att3rd_pCar,CPA_pCar,Pass_Rec_p90a,Prog_Pass_Rec_pRec,Fld_pTouch,Recov_p90,SCA_TO_pTO,Aerial Duels_p90,Sh_pT,Pass_Att_pTouch,Take-Ons_Att_pTouch,Carries_pTouch
-0.010703206428718116,0.08218643534779548,0.19498138526953052,0.8403336489019683,0.7152560448884561,-0.2556867360478633,0.949302240259201,0.3167341366169328,-0.08214225087595389,0.6188754957188459,0.7807592953254523,-0.3990956206025828,-0.37594026772380823,0.3937652584872678,-0.43518373113062864,-0.29792969428975163,0.0657475047333895,0.1257221796681705,0.16687912045268227,0.10738787599229128,-0.17312009780688986,0.16972356582094,-0.08019724859579488,-0.17976501812684167,-0.06419384491464804,1.8486414719595445,0.37382882999486855,1.9106125718503144,1.5340000968354213,2.024141158957071,-0.15923223766760264,1.1412574284329746,0.773855016380548,-0.42991508604051015,0.3051724324264084,-0.2444342991039653,0.3283912198314992,-0.30239049511965044,0.8894152619199476,0.5779400542265876
0.008756729221980775,-0.011974246552139384,-0.10227674300509225,-0.39729202291038007,-0.4513044943381516,-0.1387278077740233,-0.21497800465889924,-0.2194749687829366,-0.42721147665218767,0.033130884485420745,-0.40244839790475934,-0.13719194560164177,0.8758396690498778,0.06851817325128814,0.09194145585486027,-0.056934887847844624,-0.14184713986493377,-0.032000479975482526,-0.1716751618975339,-0.2798667491399296,0.06469287715445994,-0.06091687392287338,0.10334000477111652,0.19786508176471942,0.2572263521247691,-0.07930180662462477,0.22961256750614104,0.015546137000168388,0.024815080572693674,-0.19806448636780866,-0.035978950077794426,-0.08463340558649513,-0.20072838161784481,0.04421004727798957,-0.017515283276950733,-0.14042065098914586,-0.45863341422489357,0.25759850315337246,-0.29348808600328163,-0.6185730100768582
-0.18644236199544065,0.27851799780683933,0.037282108337954804,0.23919612624582387,0.39719413837308454,-0.15185812089957554,0.1889527166598503,0.05937088233806449,-0.03520346633568243,-0.04283818449686569,0.4406607895078955,-0.3753892490243675,-0.5217778189366613,0.34910286824259035,-0.3847012075053822,-0.35887319506155224,0.07812455476146976,0.022748077836701422,0.04018553321622594,0.12759081649472576,-0.09515051415525251,0.0905301088320156,-0.11624396637877152,-0.04376632104122023,-0.21023065669103141,0.0050895331831944945,-0.857082650539022,0.28801416073203173,0.19650539981860954,0.6592689803955635,-0.7010130059753154,0.9200244232685817,1.5909149596411085,-0.8993275187722403,0.12741197637823629,0.23863200009706245,0.4192626474029587,-0.44885054429185084,0.24965913563394343,0.17110946850094366
0.025034268649640957,0.012849570763300063,0.10479867212123324,0.3879549932436199,0.41235682055848394,-0.06420454984884427,0.4807533038946868,0.2874411626856138,-0.016967253483468458,0.46960156198770836,0.43315639773743436,-0.3265084246469431,-0.28380216080227505,0.290734185493284,-0.3865457491838849,-0.1854377575507486,0.06728451896378845,0.17675257434601765,0.2012614379056719,0.11550730404066,-0.21056925727184,0.20905225696311547,-0.08423703564409138,-0.22835352865652006,-0.03814909938250645,1.04880216008857,0.010001099659004524,1.0036370334228062,0.9887529898838461,0.7991675720772782,-0.16178405784859579,0.7135231717082443,0.6802191885009926,-0.09299220054241555,0.12000005809962375,-0.12256473627512374,0.26674240594925436,-0.4122826179784617,0.7049030387754516,0.3555919615737515
0.041895990228915256,-0.023339432819466058,-0.09900131859874248,-0.42829271617211906,-0.4839005477106449,0.8063959136541354,-0.39297795324674245,0.10747302092363797,-0.14669939793583114,-0.5199994986402383,-0.3194851726093242,-0.17213316723371636,-0.2961156199251354,0.41041900552507815,-0.0076871296994676375,-0.4262654143724082,0.03726742959498098,0.34862560228162964,0.2876254692217758,-0.10857558162747438,-0.16368040121206506,0.16583609713178604,0.10498292922781924,-0.34900571504073796,0.13437822753571926,-0.3232407917671928,0.11689969869648428,-0.37383526198387657,-0.1570869764481551,-0.39723855054140444,1.4322747283871478,-0.5297115935772844,-0.3204656549757959,0.7590814167885832,-0.0009377045924656713,-0.44029385557479556,-0.41286018778054756,0.9006568098723589,-0.34021904814603177,0.6683250936379663
0.020345123471816946,-0.018338128387412778,0.11883830428870061,0.06803631740599525,-0.03011252822239477,-0.4395957675109884,0.25732892167310606,-0.3514432539718253,-0.26661292583853374,0.6303818298193672,0.020239668061408325,-0.2152632273592338,0.22787178942984554,0.16515800523437507,-0.13614811119007428,-0.06083146331869397,-0.06476094994325775,0.05638066902881464,-0.017238786434230276,-0.09108105540868909,-0.12259440273704632,0.1243722659636731,0.05778193199227096,-0.00222379752605998,0.13935474610576704,0.33047701191820034,0.21880499069578702,0.42745146052777433,0.38613511641718423,0.04344472771695365,-0.06447240145042143,0.25075556025209966,-0.11440101559227583,0.10552304266967785,-0.005387306831175942,-0.2724341373670108,-0.2595536235152275,0.13078007589123664,0.0790443897429137,-0.20714029609673876
-0.02358306798142413,0.002291122750538846,-0.21967032157264027,-0.6263410236614733,-0.7095920699060494,0.12819222062457367,-0.6813158641874876,-0.32113934557818635,1.2543864730827845,-0.603418750945888,-0.7948232438705773,1.4287382290345534,0.7520230391448879,-1.313953663986612,0.8891488714034896,1.4306341535977405,-0.196976317661089,-0.5505852562860226,-0.5662728971138409,-0.3329640425625016,0.6593206721974598,-0.6510488477393472,0.16582420213843072,0.6996293378845951,0.31600196489276083,-0.023459011744923597,0.45221054971372177,-0.451182633717127,-0.5487872110880267,-0.3606123740477177,0.02494391904878754,-0.5417488700062235,-0.33693900604665794,0.09088870361814703,-0.008015582051359701,0.15655563156887958,-0.3934441302363828,0.21437054922902588,-0.5024954073285897,-0.24645842325290082
-0.1642894562930792,0.2997142352533215,0.2828486330420712,0.6654676118726195,0.5885840379249704,-0.3871744164669375,0.5153331550554964,0.041507586062732305,-0.20837378193367465,0.08973206740820759,0.7082348625241852,-0.6107730447519881,-0.6223753853938641,0.5961380263437615,-0.5769423398883855,-0.5487213714940896,0.04622678870926308,0.045953556640711615,0.11171922209023086,0.1593069628003243,-0.14082449661666507,0.140351128766227,-0.09331634091955676,-0.12184710298775148,-0.08403468481388031,0.3674517073619901,-0.14039360404792098,0.767991904336923,0.5101659627851247,1.2679533310319993,-0.5015411253585587,1.006078628677926,0.21610330097655747,-0.7487440105670736,0.21703422629860217,-0.02205589478982748,0.3603562106160011,-0.22758362537209265,0.28547376501452415,0.22544254099567848
-0.04123972713313405,0.008030558511240883,2.2092583020869196,-0.6239192608864319,-0.7886346262086088,-0.5172340426811448,-0.7856171213011297,-0.800454867375374,-0.003027017262175309,-0.6429717563900029,-0.921725097024477,0.9155575677663611,0.4804728755009328,-1.015161932253612,1.1819297093388612,0.5128725013170263,-0.20371825247125044,-0.5006365732688327,-0.5911201299441329,-0.24689723158957594,0.7037824112830959,-0.6950976399709463,0.1261343858219683,0.6705243197752974,0.31746984872565553,-0.12751609257699692,0.3908884033127376,-0.5545914099914389,-0.6342414828039193,-0.3913246757820524,0.21418054599204445,-0.589012656652059,-0.42403884799505354,0.038533133266308306,-0.00906277310644335,0.24478935068616534,-0.40979630853905247,0.30862823135198597,-0.5284618121517015,-0.05746478005666618
0.04050126360780628,0.002033219805425847,0.0879873641524961,0.29876646490987424,0.3294223010400044,0.46660925776923823,0.5029700317535412,0.7417159787752922,-0.0545709998229474,0.13478070323804106,0.5024457397139015,-0.36843373433624677,-0.2864487436704238,0.4205054048888325,-0.41200294740296894,-0.2816287134736724,0.10330252618510538,0.2021029747354361,0.24348837759716324,0.10136186599334117,-0.21092955658386747,0.21116699581437753,-0.07215878821389776,-0.26622705894172227,-0.001679118914594241,0.25022774456331176,-0.04442211559155021,0.3180387863106357,0.5190264989756432,0.09839868074696526,0.28898627284191397,0.2017223142262918,0.20207900399492632,0.02784454254450222,0.048250769004529015,-0.27872121404008254,0.1297036342144061,0.05004204412352381,0.24904946919690218,0.3770347666149434
-0.027462351866991128,0.006037654674984232,-0.542990453094184,-0.8236708433496769,-0.9187055314972424,-0.6096841421071713,-0.9321133270706855,-0.9856479843150185,-0.01828870249369428,-0.7704226620200225,-1.0376802120414172,0.918695145066562,0.4144088494593191,-1.018807768767531,1.488083625205128,0.1999296630747176,-0.17873117309109007,-0.43137367785825886,-0.5483840121851659,-0.23818326908347404,0.7220885337853844,-0.7143837479080628,0.17743726327934103,0.5860821202136112,0.29105035454802036,-0.13468054614548305,0.6398768589215682,-0.7016773893195056,-0.7938312243561598,-0.4971334873251266,0.7957802034675561,-0.7504987642643576,-0.5851941926564906,0.23049381718500486,-0.011297497773972105,0.12949204214530102,-0.517849811028076,0.7020250791547622,-0.6062644212566337,0.4803440558824003
0.12151607702461362,-0.05986135806819938,-0.06401228162410447,0.20773514204351412,0.2658419907846782,1.1972129710922925,0.1283163222815562,0.8713625675996038,1.3625362518272641,0.7056606651948665,0.06313015041508233,0.7247686315914591,0.13755635164176233,-0.5107301458531113,-0.047284450994187016,1.1151511728983925,0.018929348038077116,0.15390547240609853,0.2492581521428755,-0.03413969849727613,-0.1319368954081525,0.1333888864501098,0.03987788644914852,-0.2337398845426686,0.07179594531128783,-0.0923931110028734,-0.046143729861297424,-0.12907413585812644,-0.008310775152600432,-0.24127961398408987,0.5349756682807478,-0.23329745561029921,-0.08694420716648574,0.4633935744454227,0.01157081237652401,-0.4432730659209367,-0.1428427161280367,0.5180845719673713,-0.16731206487010736,-0.011682601818308148
0.07107177733827966,-0.041152938180815724,-0.3195297204388625,-0.45948912334288494,-0.4234144738040757,0.9832956294441022,-0.4354739705397168,0.45682278996811804,0.7351203660409095,-0.3953922073288306,-0.3258838859674601,0.6026315733905323,-0.03161623969094908,-0.4019551759592166,0.34491430526246436,0.47544176376408753,0.005002110540947041,0.16159080477154691,0.1479366809277969,-0.13205425654119674,-0.025628477033782848,0.02852145270159731,0.22604411154376403,-0.20590335520469186,0.11964258913904269,-0.22721811143904364,-0.0765711339710943,-0.36695642999470274,-0.292228658869665,-0.3436120154902173,0.37724250690157574,-0.46595348849938606,-0.1610128442242273,0.6237138506530824,-0.012786617085844207,-0.23630227236129725,-0.30287016350169493,0.43506736737743934,-0.3046760260328215,-0.04994450298924061
0.03210733542883052,-0.012046691790714471,-0.08993941454260627,-0.14953639560885607,-0.08701578185061845,0.5582138559691613,-0.10512224252626927,0.48173062271171085,-0.08022566449747008,-0.20730575075714272,0.011831882955372935,-0.1540994428915114,-0.13333854631644462,0.21486969187196098,-0.1399233029883351,-0.21055039091062977,0.03702897891404953,0.21483755042244618,0.155253684830488,0.04241112881904825,-0.1244805458151537,0.1263214062840982,0.04623972210064732,-0.23888202931250432,0.0329468294891332,-0.16872955926512553,-0.1973241247557178,-0.13156004183432488,-0.019729606707770256,-0.18803989769024504,-0.07716776783411092,-0.13257059990684858,0.09645024480179908,0.24735474082930223,-0.0005572642576470374,0.020463215345260667,-0.06984451217852948,-0.0509088543634756,-0.0715314282189915,-0.18481658684726943
-0.0407297588935473,0.00891746796721641,-0.47317705449341585,-0.6554016899875355,-0.7117893894620954,-0.561518303023471,-0.7310400545286613,-0.7487354529592504,-0.0919118218304856,-0.5949300374325108,-0.8100069123438696,0.7873912818276111,0.5779462701479605,-0.8785732929896692,0.9569496708014431,0.538403471758525,-0.19334199304025582,-0.5238989193199186,-0.599220862117748,-0.2831149984888192,0.7259423624480584,-0.7170908444597275,0.14255697824177016,0.6956049621819518,0.3194366865414825,-0.1758042848882179,0.2144965281942935,-0.4811261299582174,-0.544859326466143,-0.3443810126752174,-0.13212125566070343,-0.5136778588441935,-0.3125010593535426,-0.026216811395287982,-0.010338010547460363,0.2096090483814351,-0.38233463253263866,0.08432847066402557,-0.48149418443048214,-0.3271052902674373
0.04157282423817646,-0.031700006591409716,-0.021393175191670413,0.0044991216126323424,-0.04182997567590387,0.29672873480769457,0.22871286509298905,0.11847427737888663,-0.12820548198877815,0.6745562562650649,-0.14951499829470838,0.35820297780816596,1.1277650603973277,-0.4854667563753273,0.1770916565389708,0.7404570207549556,-0.08505757512590592,-0.02834272533099309,-0.1177011320258263,-0.21686053100221137,-0.0020751467696754344,0.005076687785279907,0.08578998120222495,0.14328518754939712,0.2249932235926149,-0.07197735675161367,0.15849301874076344,0.03616875530764485,0.08118786153452195,-0.17079022400920774,-0.0709669056892702,-0.03268165265708233,-0.1665136491861903,0.08612098149128142,-0.009852486566457222,-0.22880397454880771,-0.3941602390343246,0.2820446266251866,-0.2777871355013539,-0.7967911650560456
